probe_name	type	manufacturer	description
HEKA	n/a	HEKA Elektronik GmbH, Lambrecht	HEKA EPC 10 USB with 10 kHz Bessel filter
Olympus BX60WI microscope, Hamamatsu CCD camera equipped with micromanipulators Luigs and Neumann, 652 Ratingen, Germany	n/a		
