name	electrode_name	type	units	stream_id	recording_mode
Micropipette	Micropipette	IM	V	Vm_0,Vm_1,Vm_10,Vm_100,Vm_101,Vm_102,Vm_103,Vm_104,Vm_105,Vm_106,Vm_107,Vm_108,Vm_109,Vm_11,Vm_110,Vm_111,Vm_112,Vm_113,Vm_114,Vm_115,Vm_116,Vm_117,Vm_118,Vm_119,Vm_12,Vm_120,Vm_121,Vm_122,Vm_123,Vm_124,Vm_125,Vm_126,Vm_127,Vm_128,Vm_129,Vm_13,Vm_130,Vm_131,Vm_132,Vm_133,Vm_134,Vm_135,Vm_136,Vm_137,Vm_138,Vm_139,Vm_14,Vm_140,Vm_141,Vm_142,Vm_143,Vm_144,Vm_145,Vm_146,Vm_147,Vm_148,Vm_149,Vm_15,Vm_150,Vm_151,Vm_152,Vm_153,Vm_154,Vm_155,Vm_156,Vm_157,Vm_158,Vm_159,Vm_16,Vm_160,Vm_161,Vm_162,Vm_163,Vm_164,Vm_165,Vm_166,Vm_167,Vm_168,Vm_169,Vm_17,Vm_170,Vm_171,Vm_172,Vm_173,Vm_174,Vm_175,Vm_176,Vm_177,Vm_178,Vm_179,Vm_18,Vm_180,Vm_181,Vm_182,Vm_183,Vm_184,Vm_185,Vm_186,Vm_187,Vm_188,Vm_189,Vm_19,Vm_190,Vm_191,Vm_192,Vm_193,Vm_194,Vm_195,Vm_196,Vm_197,Vm_198,Vm_199,Vm_2,Vm_20,Vm_200,Vm_201,Vm_202,Vm_203,Vm_204,Vm_205,Vm_206,Vm_207,Vm_208,Vm_209,Vm_21,Vm_210,Vm_211,Vm_212,Vm_213,Vm_214,Vm_215,Vm_216,Vm_217,Vm_218,Vm_219,Vm_22,Vm_220,Vm_221,Vm_222,Vm_223,Vm_224,Vm_225,Vm_226,Vm_227,Vm_228,Vm_229,Vm_23,Vm_230,Vm_231,Vm_232,Vm_233,Vm_234,Vm_235,Vm_236,Vm_237,Vm_238,Vm_239,Vm_24,Vm_240,Vm_241,Vm_242,Vm_243,Vm_244,Vm_245,Vm_246,Vm_247,Vm_248,Vm_249,Vm_25,Vm_250,Vm_251,Vm_252,Vm_253,Vm_254,Vm_255,Vm_256,Vm_257,Vm_258,Vm_259,Vm_26,Vm_260,Vm_261,Vm_262,Vm_263,Vm_264,Vm_265,Vm_266,Vm_267,Vm_268,Vm_269,Vm_27,Vm_270,Vm_271,Vm_272,Vm_273,Vm_274,Vm_275,Vm_276,Vm_277,Vm_278,Vm_279,Vm_28,Vm_280,Vm_281,Vm_282,Vm_283,Vm_284,Vm_285,Vm_286,Vm_287,Vm_288,Vm_289,Vm_29,Vm_290,Vm_291,Vm_292,Vm_293,Vm_294,Vm_295,Vm_296,Vm_297,Vm_298,Vm_299,Vm_3,Vm_30,Vm_300,Vm_301,Vm_302,Vm_303,Vm_304,Vm_305,Vm_306,Vm_307,Vm_308,Vm_309,Vm_31,Vm_310,Vm_311,Vm_312,Vm_313,Vm_314,Vm_315,Vm_32,Vm_33,Vm_34,Vm_35,Vm_36,Vm_37,Vm_38,Vm_39,Vm_4,Vm_40,Vm_41,Vm_42,Vm_43,Vm_44,Vm_45,Vm_46,Vm_47,Vm_48,Vm_49,Vm_5,Vm_50,Vm_51,Vm_52,Vm_53,Vm_54,Vm_55,Vm_56,Vm_57,Vm_58,Vm_59,Vm_6,Vm_60,Vm_61,Vm_62,Vm_63,Vm_64,Vm_65,Vm_66,Vm_67,Vm_68,Vm_69,Vm_7,Vm_70,Vm_71,Vm_72,Vm_73,Vm_74,Vm_75,Vm_76,Vm_77,Vm_78,Vm_79,Vm_8,Vm_80,Vm_81,Vm_82,Vm_83,Vm_84,Vm_85,Vm_86,Vm_87,Vm_88,Vm_89,Vm_9,Vm_90,Vm_91,Vm_92,Vm_93,Vm_94,Vm_95,Vm_96,Vm_97,Vm_98,Vm_99	current-clamp
